"loyalty_number","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month"
179719,"Canada","Ontario","Trenton","K8V 4B2","Male","College",79245.609408752700,"Married","Aurora",5085.02,"Standard",2015,4,0,0
202585,"Canada","Quebec","Montreal","H2T 9K8","Male","College",79245.609408752700,"Single","Aurora",5088.69,"Standard",2016,3,0,0
460711,"Canada","Quebec","Quebec City","G1B 3L5","Female","College",79245.609408752700,"Single","Aurora",5098.85,"Standard",2018,12,0,0
117408,"Canada","Saskatchewan","Regina","S6J 3G0","Female","College",79245.609408752700,"Married","Aurora",5099.51,"Standard",2016,1,0,0
894340,"Canada","Prince Edward Island","Charlottetown","C1A 6E8","Male","College",79245.609408752700,"Single","Aurora",5111.36,"Standard",2013,4,0,0
466147,"Canada","Quebec","Montreal","H2Y 2W2","Male","College",79245.609408752700,"Married","Aurora",5120.62,"Standard",2017,12,0,0
226176,"Canada","Alberta","Calgary","T3E 2V9","Female","College",79245.609408752700,"Single","Aurora",5121.56,"Standard",2015,8,4,4
837646,"Canada","Ontario","Toronto","M2M 6J7","Female","College",79245.609408752700,"Single","Aurora",5121.56,"Standard",2014,3,4,4
660436,"Canada","Ontario","Toronto","M2M 6J7","Male","College",79245.609408752700,"Single","Aurora",5123.77,"Standard",2017,5,0,0
866815,"Canada","British Columbia","Vancouver","V5R 1W3","Female","College",79245.609408752700,"Single","Aurora",5132.68,"Standard",2018,10,0,0
748286,"Canada","Quebec","Montreal","H3T 8L4","Male","College",79245.609408752700,"Single","Aurora",5153.92,"Standard",2016,11,7,7
949175,"Canada","Manitoba","Winnipeg","R3R 3T4","Female","College",79245.609408752700,"Single","Aurora",5153.92,"Standard",2014,9,0,0
182587,"Canada","Ontario","Toronto","M2P 4F6","Male","College",79245.609408752700,"Single","Aurora",5156.07,"Standard",2014,1,12,12
273357,"Canada","Ontario","Toronto","P1L 8X8","Female","College",79245.609408752700,"Single","Aurora",5158.65,"Standard",2014,8,0,0
905497,"Canada","British Columbia","Dawson Creek","U5I 4F1","Female","College",79245.609408752700,"Married","Aurora",5161.79,"Standard",2012,6,0,0
166577,"Canada","Ontario","Toronto","M2M 7K8","Male","College",79245.609408752700,"Single","Aurora",5162.12,"Standard",2015,10,0,0
820187,"Canada","British Columbia","Vancouver","V6E 3D9","Female","College",79245.609408752700,"Single","Aurora",5162.37,"Standard",2016,4,7,7
733746,"Canada","Quebec","Montreal","H2T 2J6","Female","College",79245.609408752700,"Married","Aurora",5171.27,"Standard",2016,10,0,0
130326,"Canada","Manitoba","Winnipeg","R3R 3T4","Female","College",79245.609408752700,"Married","Aurora",5175.29,"Standard",2014,9,0,0
845275,"Canada","Quebec","Montreal","H2Y 4R4","Female","College",79245.609408752700,"Married","Aurora",5175.29,"Standard",2013,1,0,0
135808,"Canada","Ontario","Toronto","P1J 8T7","Female","College",79245.609408752700,"Single","Aurora",5179.55,"Standard",2013,8,0,0
842379,"Canada","British Columbia","Vancouver","V1E 4R6","Male","College",79245.609408752700,"Married","Aurora",5182.46,"Standard",2018,12,0,0
245066,"Canada","Quebec","Montreal","H2Y 4R4","Female","College",79245.609408752700,"Married","Star",7781,"2018 Promotion",2018,2,0,0
821325,"Canada","Quebec","Montreal","H2Y 2W2","Male","College",79245.609408752700,"Married","Aurora",5186.36,"Standard",2018,5,0,0
282930,"Canada","British Columbia","Vancouver","V6E 3D9","Male","College",79245.609408752700,"Married","Aurora",5201.71,"Standard",2013,7,0,0
577405,"Canada","British Columbia","Whistler","V6T 1Y8","Female","College",79245.609408752700,"Married","Aurora",5205.91,"Standard",2016,4,0,0
232426,"Canada","British Columbia","Vancouver","V1E 4R6","Male","College",79245.609408752700,"Single","Aurora",5208.35,"Standard",2014,3,11,11
444686,"Canada","Alberta","Peace River","T9O 2W2","Male","College",79245.609408752700,"Married","Aurora",5220.28,"Standard",2013,5,0,0
627107,"Canada","Ontario","Toronto","M2M 7K8","Male","College",79245.609408752700,"Married","Aurora",5220.28,"Standard",2016,5,1,1
660030,"Canada","Quebec","Tremblant","H5Y 2S9","Female","College",79245.609408752700,"Single","Aurora",5234.78,"Standard",2013,9,0,0
328173,"Canada","British Columbia","Vancouver","V5R 1W3","Female","College",79245.609408752700,"Single","Aurora",5247.85,"Standard",2013,3,7,7
384905,"Canada","Quebec","Quebec City","G1B 3L5","Female","College",79245.609408752700,"Divorced","Aurora",5264.64,"Standard",2015,10,6,6
163445,"Canada","Ontario","Toronto","M2M 7K8","Female","College",79245.609408752700,"Single","Aurora",5272.32,"Standard",2018,6,0,0
901231,"Canada","Alberta","Edmonton","T9G 1W3","Female","College",79245.609408752700,"Single","Aurora",5272.32,"Standard",2016,10,0,0
447962,"Canada","Ontario","Toronto","M2Z 4K1","Male","College",79245.609408752700,"Married","Aurora",5285.92,"Standard",2013,7,0,0
871094,"Canada","British Columbia","Dawson Creek","U5I 4F1","Male","College",79245.609408752700,"Married","Aurora",5285.92,"Standard",2013,2,0,0
428249,"Canada","British Columbia","Vancouver","V5R 1W3","Male","College",79245.609408752700,"Married","Aurora",5292.63,"Standard",2014,3,0,0
483768,"Canada","Ontario","Ottawa","K1F 2R2","Female","College",79245.609408752700,"Married","Aurora",5294.23,"Standard",2016,12,0,0
837237,"Canada","Manitoba","Winnipeg","R6Y 4T5","Female","College",79245.609408752700,"Single","Aurora",5295.63,"Standard",2012,9,0,0
742612,"Canada","Ontario","Toronto","M2M 6J7","Male","College",79245.609408752700,"Single","Aurora",5303.76,"Standard",2016,8,0,0
675535,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","College",79245.609408752700,"Divorced","Aurora",5304.54,"Standard",2016,12,0,0
118632,"Canada","Ontario","Toronto","M8Y 4K8","Female","College",79245.609408752700,"Single","Aurora",5308.25,"Standard",2016,10,0,0
343001,"Canada","Nova Scotia","Halifax","B3J 9S2","Female","College",79245.609408752700,"Married","Aurora",5310.86,"Standard",2016,3,0,0
618100,"Canada","Saskatchewan","Regina","S6J 3G0","Male","College",79245.609408752700,"Married","Aurora",5310.86,"Standard",2013,12,0,0
335554,"Canada","Alberta","Banff","T4V 1D4","Male","College",79245.609408752700,"Single","Aurora",5313.29,"Standard",2013,11,0,0
569603,"Canada","Ontario","Toronto","M1R 4K3","Female","College",79245.609408752700,"Single","Aurora",5313.29,"Standard",2014,11,0,0
183020,"Canada","Nova Scotia","Halifax","B3J 9S2","Male","College",79245.609408752700,"Single","Aurora",5313.47,"Standard",2015,1,0,0
436247,"Canada","Quebec","Montreal","H2Y 4R4","Female","College",79245.609408752700,"Married","Aurora",5325.72,"Standard",2017,9,0,0
763113,"Canada","Quebec","Tremblant","H5Y 2S9","Male","College",79245.609408752700,"Married","Aurora",5325.72,"Standard",2015,1,0,0
817191,"Canada","Ontario","Toronto","M2M 7K8","Female","College",79245.609408752700,"Married","Aurora",5325.72,"Standard",2018,6,0,0
493358,"Canada","Ontario","Ottawa","K1F 2R2","Male","College",79245.609408752700,"Single","Aurora",5328.32,"Standard",2018,6,0,0
853894,"Canada","Newfoundland","St. John's","A1C 6H9","Female","College",79245.609408752700,"Divorced","Aurora",5329.13,"Standard",2015,9,0,0
256945,"Canada","Manitoba","Winnipeg","R3R 3T4","Female","College",79245.609408752700,"Married","Aurora",5331.82,"Standard",2014,1,9,9
216500,"Canada","Ontario","Toronto","M2M 7K8","Female","College",79245.609408752700,"Married","Aurora",5341.44,"Standard",2012,8,0,0
392774,"Canada","Alberta","Edmonton","T9G 1W3","Female","College",79245.609408752700,"Married","Aurora",5357.19,"Standard",2015,1,0,0
458202,"Canada","Ontario","Toronto","M2M 7K8","Female","College",79245.609408752700,"Married","Aurora",5357.19,"Standard",2016,5,0,0
506190,"Canada","Manitoba","Winnipeg","R2C 0M5","Male","College",79245.609408752700,"Single","Aurora",5357.76,"Standard",2013,6,0,0
906564,"Canada","Quebec","Montreal","H2Y 4R4","Female","College",79245.609408752700,"Single","Aurora",5357.76,"Standard",2013,11,7,7
759132,"Canada","Ontario","Toronto","P1J 8T7","Male","College",79245.609408752700,"Married","Aurora",5366.78,"Standard",2015,7,12,12
612650,"Canada","Ontario","Toronto","P5S 6R4","Female","College",79245.609408752700,"Single","Aurora",5375.66,"Standard",2014,2,9,9
989666,"Canada","Ontario","Sudbury","M5V 1G5","Female","College",79245.609408752700,"Divorced","Aurora",5384.73,"Standard",2015,9,0,0
509108,"Canada","British Columbia","Whistler","V6T 1Y8","Female","College",79245.609408752700,"Single","Star",4132.59,"2018 Promotion",2018,4,0,0
377471,"Canada","British Columbia","Vancouver","V6E 3D9","Female","College",79245.609408752700,"Married","Star",4270.03,"2018 Promotion",2018,4,0,0
804710,"Canada","British Columbia","Vancouver","V6E 3D9","Female","College",79245.609408752700,"Married","Aurora",5395.35,"Standard",2015,7,0,0
607548,"Canada","British Columbia","West Vancouver","V6V 8Z3","Male","College",79245.609408752700,"Single","Aurora",5409.96,"Standard",2014,6,0,0
901857,"Canada","Ontario","Toronto","M2M 6J7","Female","College",79245.609408752700,"Single","Aurora",5411.95,"Standard",2017,7,0,0
511642,"Canada","Ontario","Ottawa","K1F 2R2","Male","College",79245.609408752700,"Single","Aurora",5412.7,"Standard",2012,12,0,0
670371,"Canada","Quebec","Montreal","H4G 3T4","Male","College",79245.609408752700,"Married","Aurora",5414.32,"Standard",2014,11,0,0
308629,"Canada","Ontario","Toronto","M2M 7K8","Female","College",79245.609408752700,"Married","Aurora",5426.14,"Standard",2016,1,6,6
564141,"Canada","Ontario","Toronto","M2M 7K8","Male","College",79245.609408752700,"Single","Aurora",5435.77,"Standard",2014,1,9,9
580356,"Canada","Ontario","Toronto","P5S 6R4","Female","College",79245.609408752700,"Single","Aurora",5439.34,"Standard",2013,7,0,0
405739,"Canada","New Brunswick","Fredericton","E3B 2H2","Male","College",79245.609408752700,"Married","Aurora",5447.81,"Standard",2013,8,12,12
831180,"Canada","Quebec","Montreal","H4G 3T4","Male","College",79245.609408752700,"Married","Aurora",5447.81,"Standard",2015,9,0,0
174439,"Canada","Alberta","Edmonton","T9G 1W3","Female","College",79245.609408752700,"Divorced","Aurora",5454.89,"Standard",2015,8,0,0
187010,"Canada","British Columbia","Dawson Creek","U5I 4F1","Female","College",79245.609408752700,"Married","Star",4692.17,"2018 Promotion",2018,3,0,0
968034,"Canada","Newfoundland","St. John's","A1C 6H9","Female","College",79245.609408752700,"Married","Aurora",5502.73,"Standard",2015,6,0,0
209172,"Canada","Quebec","Montreal","H2T 9K8","Male","College",79245.609408752700,"Married","Aurora",5504.14,"Standard",2013,8,0,0
346633,"Canada","Ontario","Toronto","M1R 4K3","Female","College",79245.609408752700,"Married","Aurora",5504.14,"Standard",2017,8,0,0
983872,"Canada","Alberta","Calgary","T3E 2V9","Male","College",79245.609408752700,"Married","Aurora",5504.14,"Standard",2018,10,0,0
105688,"Canada","British Columbia","Vancouver","V1E 4R6","Female","College",79245.609408752700,"Married","Aurora",5507.06,"Standard",2014,6,0,0
587284,"Canada","Ontario","Toronto","M2M 6J7","Male","College",79245.609408752700,"Single","Aurora",5510.56,"Standard",2018,1,0,0
182130,"Canada","Ontario","Toronto","M2Z 4K1","Female","College",79245.609408752700,"Married","Aurora",5527.99,"Standard",2014,5,0,0
154194,"Canada","Ontario","Kingston","M9K 2P4","Female","College",79245.609408752700,"Married","Aurora",5528.08,"Standard",2018,7,0,0
110142,"Canada","British Columbia","Vancouver","V6E 3D9","Male","College",79245.609408752700,"Single","Star",4866.65,"2018 Promotion",2018,2,10,10
137251,"Canada","Quebec","Tremblant","H5Y 2S9","Female","College",79245.609408752700,"Single","Aurora",5553.36,"Standard",2018,10,0,0
905907,"Canada","Ontario","Toronto","P1L 8X8","Female","College",79245.609408752700,"Married","Aurora",5560.28,"Standard",2015,12,0,0
317094,"Canada","Ontario","Ottawa","K1F 2R2","Male","College",79245.609408752700,"Single","Aurora",5568.95,"Standard",2017,3,0,0
917725,"Canada","Saskatchewan","Regina","S1J 3C5","Male","College",79245.609408752700,"Single","Aurora",5568.95,"Standard",2015,3,0,0
953307,"Canada","Quebec","Tremblant","H5Y 2S9","Female","College",79245.609408752700,"Single","Aurora",5568.95,"Standard",2018,9,0,0
543956,"Canada","British Columbia","Vancouver","V6E 3Z3","Female","College",79245.609408752700,"Single","Aurora",4990.34,"2018 Promotion",2018,2,0,0
169661,"Canada","Ontario","Trenton","K8V 4B2","Male","College",79245.609408752700,"Single","Aurora",5611.93,"Standard",2012,10,0,0
866604,"Canada","Quebec","Hull","J8Y 3Z5","Female","College",79245.609408752700,"Married","Aurora",5619.69,"Standard",2014,2,0,0
546665,"Canada","British Columbia","Vancouver","V5R 1W3","Male","College",79245.609408752700,"Single","Aurora",5619.97,"Standard",2013,6,0,0
701622,"Canada","Ontario","Toronto","P1W 1K4","Male","College",79245.609408752700,"Single","Aurora",5619.97,"Standard",2016,3,0,0
408091,"Canada","Ontario","Toronto","M1R 4K3","Male","College",79245.609408752700,"Married","Aurora",5657.03,"Standard",2016,10,6,6
997322,"Canada","British Columbia","Vancouver","V5R 1W3","Female","College",79245.609408752700,"Divorced","Aurora",5673.84,"Standard",2018,9,0,0
457536,"Canada","British Columbia","Vancouver","V1E 4R6","Male","College",79245.609408752700,"Married","Aurora",5674.38,"Standard",2016,7,0,0
679437,"Canada","Quebec","Tremblant","H5Y 2S9","Female","College",79245.609408752700,"Married","Aurora",5677.31,"Standard",2015,12,0,0
303682,"Canada","Quebec","Montreal","H2T 9K8","Male","College",79245.609408752700,"Married","Aurora",5678.05,"Standard",2013,9,0,0
873554,"Canada","British Columbia","Whistler","V6T 1Y8","Male","College",79245.609408752700,"Married","Aurora",5678.05,"Standard",2018,6,0,0
848973,"Canada","Newfoundland","St. John's","A1C 6H9","Male","College",79245.609408752700,"Married","Aurora",5709.23,"Standard",2017,1,0,0
613709,"Canada","Ontario","Toronto","M8Y 4K8","Female","College",79245.609408752700,"Single","Aurora",5770.68,"Standard",2018,12,0,0
922703,"Canada","British Columbia","Vancouver","V5R 1W3","Female","College",79245.609408752700,"Single","Aurora",5775.52,"Standard",2018,11,0,0
234973,"Canada","Quebec","Montreal","H4G 3T4","Male","College",79245.609408752700,"Married","Aurora",5800.77,"Standard",2013,9,0,0
917423,"Canada","Ontario","Kingston","M9K 2P4","Male","College",79245.609408752700,"Single","Aurora",5801.83,"Standard",2016,2,0,0
630290,"Canada","Alberta","Edmonton","T9G 1W3","Male","College",79245.609408752700,"Married","Aurora",5802.84,"Standard",2017,2,9,9
796627,"Canada","British Columbia","Victoria","V10 6T5","Female","College",79245.609408752700,"Single","Aurora",6537.05,"2018 Promotion",2018,2,0,0
958941,"Canada","British Columbia","Victoria","V10 6T5","Male","College",79245.609408752700,"Married","Aurora",6714.07,"2018 Promotion",2018,2,10,10
471170,"Canada","British Columbia","Vancouver","V1E 4R6","Male","College",79245.609408752700,"Married","Aurora",5830.56,"Standard",2015,3,0,0
531514,"Canada","Ontario","Toronto","M8Y 4K8","Male","College",79245.609408752700,"Married","Aurora",5830.56,"Standard",2013,2,0,0
761444,"Canada","Ontario","Toronto","P2T 6G3","Female","College",79245.609408752700,"Single","Aurora",5846.42,"Standard",2015,4,12,12
951941,"Canada","Quebec","Quebec City","G1B 3L5","Male","College",79245.609408752700,"Single","Aurora",5871.61,"Standard",2016,12,0,0
425687,"Canada","Ontario","Toronto","P1J 8T7","Male","College",79245.609408752700,"Single","Aurora",5880.26,"Standard",2017,10,0,0
758113,"Canada","Ontario","Toronto","M8Y 4K8","Male","College",79245.609408752700,"Single","Aurora",5886.22,"Standard",2016,11,0,0
200663,"Canada","British Columbia","Dawson Creek","U5I 4F1","Female","College",79245.609408752700,"Single","Aurora",5917.47,"Standard",2018,6,0,0
285202,"Canada","Nova Scotia","Halifax","B3J 9S2","Male","College",79245.609408752700,"Married","Aurora",5926.96,"Standard",2017,12,0,0
742356,"Canada","Ontario","Toronto","M2M 7K8","Female","College",79245.609408752700,"Single","Aurora",5936.01,"Standard",2012,4,0,0
201115,"Canada","British Columbia","Victoria","V10 6T5","Male","College",79245.609408752700,"Single","Aurora",6941.87,"2018 Promotion",2018,2,0,0
929880,"Canada","Ontario","Toronto","P1J 8T7","Male","College",79245.609408752700,"Single","Aurora",5994.42,"Standard",2017,4,0,0
690563,"Canada","Ontario","Ottawa","K1F 2R2","Female","College",79245.609408752700,"Single","Aurora",6013.04,"Standard",2012,10,0,0
304726,"Canada","Ontario","Toronto","M2M 7K8","Female","College",79245.609408752700,"Single","Aurora",6019.96,"Standard",2015,6,0,0
187041,"Canada","British Columbia","Vancouver","V1E 4R6","Female","College",79245.609408752700,"Single","Aurora",6021.84,"Standard",2014,10,0,0
510644,"Canada","Ontario","Toronto","P1J 8T7","Female","College",79245.609408752700,"Single","Aurora",6021.84,"Standard",2017,12,0,0
452439,"Canada","British Columbia","Vancouver","V6E 3D9","Male","College",79245.609408752700,"Married","Aurora",6032.74,"Standard",2015,11,0,0
441964,"Canada","British Columbia","Kelowna","V09 2E9","Female","College",79245.609408752700,"Single","Aurora",6033.22,"Standard",2017,8,0,0
381308,"Canada","British Columbia","Vancouver","V5R 1W3","Male","College",79245.609408752700,"Divorced","Aurora",6039.02,"Standard",2018,11,0,0
718409,"Canada","Ontario","Toronto","P1J 8T7","Female","College",79245.609408752700,"Divorced","Aurora",6039.02,"Standard",2012,12,0,0
979168,"Canada","Ontario","Toronto","M2Z 4K1","Male","College",79245.609408752700,"Single","Aurora",6042.62,"Standard",2014,11,10,10
608116,"Canada","Alberta","Edmonton","T3G 6Y6","Female","College",79245.609408752700,"Married","Aurora",6048.57,"Standard",2016,11,0,0
825569,"Canada","Newfoundland","St. John's","A1C 6H9","Male","College",79245.609408752700,"Single","Aurora",6051.64,"Standard",2015,8,0,0
391761,"Canada","Ontario","Toronto","P1W 1K4","Female","College",79245.609408752700,"Single","Aurora",6102.95,"Standard",2017,2,0,0
760645,"Canada","British Columbia","Vancouver","V5R 1W3","Male","College",79245.609408752700,"Single","Aurora",6102.95,"Standard",2015,10,0,0
591476,"Canada","British Columbia","Vancouver","V6E 3D9","Male","College",79245.609408752700,"Married","Aurora",6105.8,"Standard",2012,8,0,0
713981,"Canada","Quebec","Montreal","H2Y 2W2","Male","College",79245.609408752700,"Single","Aurora",6117.03,"Standard",2016,12,10,10
450888,"Canada","Ontario","Toronto","P5S 6R4","Female","College",79245.609408752700,"Single","Aurora",6158.85,"Standard",2016,9,0,0
312863,"Canada","Quebec","Montreal","H2T 9K8","Male","College",79245.609408752700,"Single","Aurora",6162.37,"Standard",2016,8,0,0
899760,"Canada","British Columbia","Victoria","V10 6T5","Female","College",79245.609408752700,"Divorced","Aurora",6172.39,"Standard",2018,9,0,0
246690,"Canada","British Columbia","Vancouver","V1E 4R6","Male","College",79245.609408752700,"Single","Aurora",7343.35,"2018 Promotion",2018,3,0,0
669373,"Canada","Ontario","Toronto","P1W 1K4","Male","College",79245.609408752700,"Single","Aurora",6189.12,"Standard",2016,12,0,0
504589,"Canada","Ontario","London","M5B 3E4","Female","College",79245.609408752700,"Married","Aurora",6191.4,"Standard",2014,12,0,0
514369,"Canada","New Brunswick","Fredericton","E3B 2H2","Female","College",79245.609408752700,"Single","Aurora",6199.96,"Standard",2018,5,0,0
756592,"Canada","Quebec","Tremblant","H5Y 2S9","Male","College",79245.609408752700,"Single","Aurora",6199.96,"Standard",2012,4,0,0
454440,"Canada","Prince Edward Island","Charlottetown","C1A 6E8","Female","College",79245.609408752700,"Married","Aurora",6238.05,"Standard",2016,7,0,0
902515,"Canada","British Columbia","Vancouver","V6E 3Z3","Female","College",79245.609408752700,"Married","Aurora",6238.05,"Standard",2017,1,0,0
876569,"Canada","British Columbia","Vancouver","V1E 4R6","Female","College",79245.609408752700,"Single","Aurora",6239.26,"Standard",2016,2,0,0
464771,"Canada","Ontario","Toronto","P1J 8T7","Female","College",79245.609408752700,"Married","Aurora",6259.48,"Standard",2013,1,0,0
101902,"Canada","Ontario","London","M5B 3E4","Female","College",79245.609408752700,"Married","Aurora",6265.34,"Standard",2017,1,0,0
463606,"Canada","British Columbia","Whistler","V6T 1Y8","Female","College",79245.609408752700,"Married","Aurora",6265.34,"Standard",2012,10,0,0
872158,"Canada","Quebec","Quebec City","G1B 3L5","Female","College",79245.609408752700,"Married","Aurora",6265.34,"Standard",2014,8,4,4
183754,"Canada","Ontario","Ottawa","K1F 2R2","Male","College",79245.609408752700,"Single","Aurora",6274.56,"Standard",2016,11,0,0
931537,"Canada","Ontario","Toronto","P1J 8T7","Female","College",79245.609408752700,"Single","Aurora",6275.16,"Standard",2015,6,0,0
215314,"Canada","Alberta","Edmonton","T3G 6Y6","Female","College",79245.609408752700,"Single","Aurora",6277.01,"Standard",2016,1,3,3
442956,"Canada","Newfoundland","St. John's","A1C 6H9","Male","College",79245.609408752700,"Married","Aurora",6285.02,"Standard",2015,10,0,0
241967,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","College",79245.609408752700,"Married","Aurora",6288.16,"Standard",2016,12,0,0
311684,"Canada","Ontario","Kingston","M9K 2P4","Male","College",79245.609408752700,"Married","Aurora",6307.5,"Standard",2013,10,0,0
357173,"Canada","Saskatchewan","Regina","S6J 3G0","Male","College",79245.609408752700,"Married","Aurora",6307.5,"Standard",2013,11,0,0
418958,"Canada","British Columbia","Whistler","V6T 1Y8","Male","College",79245.609408752700,"Single","Aurora",6328.18,"Standard",2015,2,0,0
774275,"Canada","British Columbia","Vancouver","V5R 1W3","Male","College",79245.609408752700,"Single","Aurora",6334.47,"Standard",2013,7,0,0
158401,"Canada","Ontario","Toronto","P1J 8T7","Female","College",79245.609408752700,"Divorced","Aurora",6355.68,"Standard",2018,6,0,0
687951,"Canada","British Columbia","Vancouver","V5R 1W3","Female","College",79245.609408752700,"Divorced","Aurora",6355.68,"Standard",2017,4,0,0
472879,"Canada","Ontario","Toronto","P1L 8X8","Male","College",79245.609408752700,"Married","Aurora",6358.25,"Standard",2014,8,0,0
382243,"Canada","British Columbia","Victoria","V10 6T5","Female","College",79245.609408752700,"Married","Aurora",6361.85,"Standard",2013,4,0,0
204994,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","College",79245.609408752700,"Married","Aurora",6382.58,"Standard",2012,12,0,0
260838,"Canada","Quebec","Montreal","H2Y 4R4","Female","College",79245.609408752700,"Married","Aurora",6382.58,"Standard",2016,1,0,0
241391,"Canada","Ontario","Toronto","P1J 8T7","Male","College",79245.609408752700,"Single","Aurora",6409.63,"Standard",2012,11,0,0
954329,"Canada","British Columbia","West Vancouver","V6V 8Z3","Female","College",79245.609408752700,"Single","Aurora",6414.08,"Standard",2017,12,0,0
323311,"Canada","Quebec","Quebec City","G1B 3L5","Male","College",79245.609408752700,"Single","Aurora",6462.22,"Standard",2013,8,0,0
519300,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","College",79245.609408752700,"Single","Aurora",6464.42,"Standard",2015,11,0,0
522618,"Canada","Ontario","Trenton","K8V 4B2","Female","College",79245.609408752700,"Single","Aurora",6464.42,"Standard",2015,5,0,0
583227,"Canada","Ontario","Ottawa","K1F 2R2","Female","College",79245.609408752700,"Single","Aurora",6465.22,"Standard",2016,1,0,0
650420,"Canada","British Columbia","Vancouver","V6E 3D9","Female","College",79245.609408752700,"Married","Aurora",6473.33,"Standard",2016,8,0,0
543599,"Canada","Quebec","Quebec City","G1B 3L5","Female","College",79245.609408752700,"Single","Aurora",6474.83,"Standard",2014,1,6,6
169129,"Canada","Ontario","Toronto","P1W 1K4","Female","College",79245.609408752700,"Single","Aurora",6481.38,"Standard",2016,1,0,0
274817,"Canada","Ontario","Sudbury","M5V 1G5","Female","College",79245.609408752700,"Single","Aurora",6511.1,"Standard",2014,8,0,0
368675,"Canada","Ontario","Toronto","M2M 7K8","Female","College",79245.609408752700,"Single","Aurora",6512.98,"Standard",2018,7,0,0
584463,"Canada","Ontario","Toronto","P1J 8T7","Male","College",79245.609408752700,"Married","Aurora",6516.21,"Standard",2013,10,0,0
270266,"Canada","Ontario","Toronto","M2M 7K8","Male","College",79245.609408752700,"Single","Aurora",6535.56,"Standard",2014,10,0,0
775407,"Canada","Quebec","Montreal","H2T 2J6","Female","College",79245.609408752700,"Single","Aurora",6537.05,"Standard",2018,8,0,0
939593,"Canada","Alberta","Edmonton","T9G 1W3","Female","College",79245.609408752700,"Married","Aurora",6624.61,"Standard",2013,9,9,9
344570,"Canada","Ontario","Trenton","K8V 4B2","Female","College",79245.609408752700,"Single","Aurora",6647.85,"Standard",2017,10,0,0
576051,"Canada","Quebec","Tremblant","H5Y 2S9","Male","College",79245.609408752700,"Married","Aurora",6661.74,"Standard",2013,3,0,0
551961,"Canada","Quebec","Montreal","H2Y 4R4","Male","College",79245.609408752700,"Single","Aurora",6674.45,"Standard",2015,3,1,1
452684,"Canada","British Columbia","Vancouver","V6E 3Z3","Female","College",79245.609408752700,"Divorced","Aurora",6707.99,"Standard",2017,8,4,4
744711,"Canada","British Columbia","Victoria","V10 6T5","Female","College",79245.609408752700,"Single","Aurora",8150.57,"2018 Promotion",2018,4,0,0
475233,"Canada","New Brunswick","Fredericton","E3B 2H2","Female","College",79245.609408752700,"Married","Aurora",6715.29,"Standard",2013,9,0,0
715184,"Canada","Quebec","Tremblant","H5Y 2S9","Female","College",79245.609408752700,"Married","Aurora",6715.29,"Standard",2017,9,0,0
583565,"Canada","Quebec","Quebec City","G1B 3L5","Female","College",79245.609408752700,"Single","Aurora",6722.7,"Standard",2012,7,0,0
907038,"Canada","Ontario","Sudbury","M5V 1G5","Female","College",79245.609408752700,"Single","Aurora",6725.04,"Standard",2017,12,0,0
788515,"Canada","Quebec","Hull","J8Y 3Z5","Male","College",79245.609408752700,"Single","Aurora",6729.87,"Standard",2016,5,0,0
580508,"Canada","Nova Scotia","Halifax","B3J 9S2","Female","College",79245.609408752700,"Single","Aurora",6731.05,"Standard",2018,5,0,0
746235,"Canada","Quebec","Montreal","H2T 9K8","Male","College",79245.609408752700,"Single","Aurora",6732.2,"Standard",2015,3,6,6
926106,"Canada","British Columbia","West Vancouver","V6V 8Z3","Female","College",79245.609408752700,"Single","Aurora",6732.2,"Standard",2013,11,0,0
531976,"Canada","British Columbia","Dawson Creek","U5I 4F1","Male","College",79245.609408752700,"Single","Aurora",6732.97,"Standard",2014,12,0,0
899287,"Canada","Ontario","Toronto","M2P 4F6","Male","College",79245.609408752700,"Single","Aurora",6743.12,"Standard",2017,4,0,0
642901,"Canada","British Columbia","Victoria","V10 6T5","Male","College",79245.609408752700,"Single","Aurora",6745.25,"Standard",2016,12,0,0
164224,"Canada","British Columbia","Dawson Creek","U5I 4F1","Female","College",79245.609408752700,"Single","Aurora",8324.23,"2018 Promotion",2018,2,0,0
822555,"Canada","British Columbia","Vancouver","V6E 3D9","Male","College",79245.609408752700,"Married","Aurora",6751.44,"Standard",2013,4,0,0
319092,"Canada","British Columbia","Whistler","V6T 1Y8","Male","College",79245.609408752700,"Single","Aurora",6758.81,"Standard",2016,7,3,3
845488,"Canada","Quebec","Montreal","H2T 9K8","Male","College",79245.609408752700,"Single","Aurora",6758.81,"Standard",2017,8,0,0
734727,"Canada","Quebec","Tremblant","H5Y 2S9","Female","College",79245.609408752700,"Single","Aurora",6778.84,"Standard",2015,7,0,0
939103,"Canada","Quebec","Montreal","H2T 2J6","Male","College",79245.609408752700,"Single","Aurora",6788.08,"Standard",2016,12,0,0
404920,"Canada","Ontario","Toronto","M2Z 4K1","Male","College",79245.609408752700,"Single","Aurora",6803.62,"Standard",2016,7,0,0
159680,"Canada","Saskatchewan","Regina","S1J 3C5","Female","College",79245.609408752700,"Divorced","Aurora",6811.58,"Standard",2015,10,0,0
